tenquan,diachi,rating,item,price
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh cua phô mai,20000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh mì bơ tỏi,37000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Nước ép bưởi thơm,35000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Nước ép dưa hấu táo,35000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh mì nhân custard,39000
"Vita - Nước Ép, Sinh Tố & Detox - Bến Vân Đồn","Lô B, Chung cư Khánh hội 1, 360C Bến Vân Đồn, P. 1, Quận 4, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì dừa,20000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Nước ép cam cà rốt,35000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì cuộn socola,27000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Nước ép thơm táo,35000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh cua phô mai,20000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì bơ tỏi,37000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Nước ép bưởi thơm,35000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Nước ép dưa hấu táo,35000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh mì nhân custard,39000
MewTea - Trà Sữa - 33 Bình Tiên,"33 Bình Tiên, Quận 6, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì dừa,20000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Nước ép cam cà rốt,35000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì cuộn socola,27000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Nước ép thơm táo,35000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh cua phô mai,20000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Nước ép bưởi thơm,35000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh mì nhân custard,39000
Xôi Bình Tiên - Tỉnh Lộ 10,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì dừa,20000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Nước ép cam cà rốt,35000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì cuộn socola,27000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Nước ép thơm táo,35000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh cua phô mai,20000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Nước ép bưởi thơm,35000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh mì nhân custard,39000
Cơm Tấm Phúc Lộc Thọ - Tô Ký,"12/6 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì dừa,20000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Nước ép cam cà rốt,35000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì cuộn socola,27000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Nước ép thơm táo,35000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh cua phô mai,20000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì bơ tỏi,37000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Nước ép bưởi thơm,35000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Nước ép dưa hấu táo,35000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh mì nhân custard,39000
"Bà Na Food - Mì Trộn, Chân Gà Sốt Thái & Cá Viên Chiên - Hòa Hảo","436/5 Hoà Hảo, P. 5, Quận 10, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì dừa,20000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Nước ép cam cà rốt,35000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì cuộn socola,27000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Nước ép thơm táo,35000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh cua phô mai,20000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Nước ép bưởi thơm,35000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh mì nhân custard,39000
Crane Tea - Vạn Kiếp,"89 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì dừa,20000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Nước ép cam cà rốt,35000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì cuộn socola,27000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Nước ép thơm táo,35000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh cua phô mai,20000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Nước ép bưởi thơm,35000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh mì nhân custard,39000
Bún Bò Cậu Hai,"173/45/75 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì dừa,20000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Nước ép cam cà rốt,35000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì cuộn socola,27000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Nước ép thơm táo,35000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh cua phô mai,20000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Nước ép bưởi thơm,35000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh mì nhân custard,39000
Trà Sữa Feeling Tea - Đường 3 Tháng 2,"1230 - 1232 Đường 3 Tháng 2, P. 8, Quận 11, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì dừa,20000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Nước ép cam cà rốt,35000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì cuộn socola,27000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Nước ép thơm táo,35000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh cua phô mai,20000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì bơ tỏi,37000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Nước ép bưởi thơm,35000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Nước ép dưa hấu táo,35000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh mì nhân custard,39000
SIMPLE CAKE - Bánh Kem Bắp - Ung Văn Khiêm,"08 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì dừa,20000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Nước ép cam cà rốt,35000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì cuộn socola,27000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Nước ép thơm táo,35000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh cua phô mai,20000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Nước ép bưởi thơm,35000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh mì nhân custard,39000
Cơm Gà Nam Chợ Mới - 497 Phạm Văn Chiêu,"497 Phạm Văn Chiêu, P. 13, Gò Vấp, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì dừa,20000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Nước ép cam cà rốt,35000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì cuộn socola,27000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Nước ép thơm táo,35000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh cua phô mai,20000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Nước ép bưởi thơm,35000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Nước ép dưa hấu táo,35000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Nước ép dưa hấu táo chanh,37000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh mì nhân custard,39000
Rau Má Mix - 298 Tô Ngọc Vân,"298 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Bánh chuối Thượng Hải,14500
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bông lan trứng muối mix 3 sốt,25000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh mì dừa,20000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Nước ép cam cà rốt,35000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh mì cuộn socola,27000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Nước ép thơm táo,35000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh cua phô mai,20000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh mì phô mai tan chảy,37000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh mì bơ tỏi,37000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Bánh mì cuộn chà bông,27000
Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,"121 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Nước ép bưởi thơm,35000
